country,iso3,isoYear,postponed1,postponedDate1,heldDate,postponedDate2,specialVoting,mobileBallot,earlyVoting,pollingStation,postalVoting,proxyVoting,postponed2,heldMonth,werePostponed,heldYear,heldMonthYear,postponedMonthYear,postponedMonthYear2,postponedYear,held2020,heldAtAll,electoralViolation,stringencyPostponed,posponedDay,posponedDay2,posponedDayMonth,posponedDayMonth2,heldDay,sameDate,heldDayMonth,heldDayMonthISO,type,typeGrouped,continent,demIndex,demIndexCat,demIndexScaleX,demIndexScaleY,turnout_reg_votes,turnout_prev_el,turnoutDiffOld,turnoutDiff,incumbentWon,note,stringency_index,gdpCapita,hdi,date,day,month,dayMonth,year,turnoutCat,heldDateParsed,postponedDateParsed1,postponedDateParsed2,postponedDays1,postponedDays2,specialVotingExists,heldMonthYearDate,postponedMonthYearDate,heldDiff,turnoutStrigency,d,d1,id,position,index,x,y,vy,vx
Seychelles,SYC,SYC2020both,,,,,mobile ballot box,yes,,,,,,October,no,2020,October 2020,,,,yes,yes,,,,,,,22,,22_October,22_October_SYC_2020,parliamentary,both,Asia-Pacific,,unclassified,2,11,88,88,0,-2,yes,,31.48,26382.287,0.796,22.10.20,22,October,22_October,2020,decrease,,,,,,yes,2020-09-30T22:00Z,,1601503200000,notstrigent_lower,"M22.6,30.2c-5.9-1.2-11.9-1.9-17.9-2C5.1,19.3,6,10.8,7.5,2.4c5.9,0.6,11.7,1.6,17.1,3.3C24.2,13.7,23.5,21.6,22.6,30.2z","M22.4,31.2C16.3,32.5,10,33,3.7,32.7C2.6,24.1,2.3,15.4,2.7,7c6-1.2,12.2-1.4,18-0.4C21,14.9,21.3,23.2,22.4,31.2z M4.8,13.4c0.6,0.9,1.2,1.7,1.9,2.6c0.1,0.2,0.3,0.4,0.5,0.3c0.2,0,0.4-0.2,0.5-0.4c0.9-1.7,1.7-3.4,2.6-5 M4.8,13.4c0.6,0.9,1.2,1.7,1.9,2.6c0.1,0.2,0.3,0.4,0.5,0.3c0.2,0,0.4-0.2,0.5-0.4c0.9-1.7,1.7-3.4,2.6-5 M14.6,23.6c1.3-0.4,2.6-0.7,3.9-0.8",13,13,48,616.4165927288208,258.4462534888334,-4.949275823442135e-9,-5.038627377223146e-9
CAR,CAF,CAF2020presedential,,,,,,,,,,,,December,no,2020,December 2020,,,,yes,yes,,,,,,,27,,27_December,27_December_CAF_2020,presedential,presedential,Africa,1.32,authoritarian regime,8,3,76,59,17,17,yes,,16.67,661.24,0.397,27.12.20,27,December,27_December,2020,increase,,,,,,no,2020-11-30T23:00Z,,1606777200000,notstrigent_higher,"M21.7,31c-6.4-0.6-12.9-0.6-19.3,0C1.4,21.2,1,11.3,1.2,1.5c7.1-0.4,14.3,0,21.4,1c0.6,4.9,0.9,9.8,0.8,14.7C23.2,21.8,22.7,26.5,21.7,31z M13.8,11.5l6.4-0.1 M14.1,20.4l6.8-0.1 M4.2,10.8L6.4,13c0.3-1.2,0.8-2.3,1.5-3.3c0.6-1,1.7-1.8,2.8-2.1",,1,1,49,1142,288,5e-324,5e-324
Kuwait,KWT,KWT2020parliamentary,,,,,polling station arrangement,,,yes,,,,December,no,2020,December 2020,,,,yes,yes,some,,,,,,5,,5_December,5_December_KWT_2020,parliamentary,parliamentary,Asia-Pacific,3.8,authoritarian regime,11,4,60,70,-10,-10,no,,62.96,65530.537,0.806,05.12.20,5,December,5_December,2020,decrease,,,,,,yes,2020-11-30T23:00Z,,1606777200000,strigent_lower,"M22.3,30.2c-7-0.8-14-0.8-21-0.2c0.6-9.6,0.6-19.2-0.2-28.8c7.1,1,14.3,1.2,21.4,0.7C22.4,11.5,22.4,21.2,22.3,30.2z M14.2,11.7l5.7,0.2 M13.8,21.1l5.6-0.1 M5.3,10.1l1.7,2c0.1,0.1,0.2,0.2,0.3,0.3c0.3,0.1,0.6-0.3,0.7-0.6c1-1.9,2.5-3.6,4.3-4.8",,2,2,50,396.2966864679198,286.5256058940657,6.162679494599115e-10,-1.2076038167509132e-9
Liberia,LBR,LBR2020referendum,October,13 October 2020,8 December 2020,,,,,,,,,December,yes,2020,December 2020,October 2020,,2020,yes,yes,some,57.41,13,,13.Oct,,8,,8_December,8_December_LBR_2020,referendum,referendum,Africa,5.32,hybrid regime,12,9,,,,,,,61.11,752.788,0.48,08.12.20,8,December,8_December,2020,unknown,2020-12-07T23:00Z,2020-10-12T22:00Z,,57,,no,2020-11-30T23:00Z,2020-09-30T22:00Z,5274000000,stringent_higher,"M23.7,32.6l-21-0.4C1.9,21.6,1.6,11.4,1.8,1.9c7.4-0.7,14.8-0.8,22.1-0.1C24.7,12.1,24.7,22.4,23.7,32.6z M15.9,12.8l5.6-0.4 M15.9,22.8l5,0.1 M7.1,11.7c0.9,1.1,1.4,2.4,1.6,3.8c0.5-2.5,1.8-4.8,3.8-6.3c0.4-0.4,1-0.6,1.6-0.6",,3,3,51,670.3409522127714,227.13869125992505,2.643470492176874e-9,1.5032050840767928e-9
Romania,ROU,ROU2020parliamentary,,,,,mobile ballot box,yes,,,,,,December,no,2020,December 2020,,,,yes,yes,,,,,,,6,,6_December,6_December_ROU_2020,parliamentary,parliamentary,Europe,6.4,democracy,2,6,32,38,-6,-6,no,,76.85,23313.199,0.828,06.12.20,6,December,6_December,2020,decrease,,,,,,yes,2020-11-30T23:00Z,,1606777200000,strigent_lower,"M23.7,30.4C16.6,30.7,9.5,30.6,2.5,30c0-9.4-0.2-19.1-1-28.2C8.8,1.1,16.2,1,23.5,1.5C24.8,11.4,23.9,21.5,23.7,30.4z M13.3,11.5c2.8-0.4,5.7-0.6,8.5-0.5 M14.7,21.5c2.4,0.2,4.8,0.2,7.1,0.1 M6.1,10.8l1.5,2C7.7,12.9,7.8,13,8,13c0.1-0.1,0.1-0.1,0.2-0.2l2.9-6.2",,4,4,52,504.05589068813,320.676448422996,6.435934683356071e-9,-1.326150983565591e-9
Venezuela,VEN,VEN2020parliamentary,,,,,,,,,,,,December,no,2020,December 2020,,,,yes,yes,major,,,,,,6,,6_December,6_December_VEN_2020,parliamentary,parliamentary,Americas,2.76,authoritarian regime,12,5,,,,,yes,,84.26,16745.022,0.711,06.12.20,6,December,6_December,2020,unknown,,,,,,no,2020-11-30T23:00Z,,1606777200000,stringent_higher,"M21.9,30.7C15.1,31,8.2,31,1.4,30.6C1.3,20.7,1.5,10.9,1.6,1.2c7.2,0.1,14.3,0.3,21.3,0.7C22.9,11.5,22.6,21,21.9,30.7z M13.5,11.9c2.2-0.6,4.4-0.8,6.7-0.6 M4.4,10.6c0.9,0.8,1.5,1.9,1.8,3c1.5-2.2,3.4-4.1,5.5-5.7 M14.5,21.5c1.8-0.2,3.7-0.3,5.6-0.2",,5,5,53,666.4061264814794,353.9640064380679,-5.281710309434812e-9,1.1629525109142844e-9
Ghana,GHA,GHA2020both,,,,,early voting,,yes,,,,,December,no,2020,December 2020,,,,yes,yes,,,,,,,7,,7_December,7_December_GHA_2020,parliamentary,both,Africa,6.5,democracy,5,3,79,67,12,11,no,hung parliament,38.89,4227.63,0.611,07.12.20,7,December,7_December,2020,increase,,,,,,yes,2020-11-30T23:00Z,,1606777200000,notstrigent_higher,"M23.3,28.1c-5.5,0.7-11.1,0.1-16.3-1.6c1-8.7,2.3-17,4-25c5.7-0.3,11.4,0.2,17,2.5C27.4,11.9,26.3,19.7,23.3,28.1z","M22.2,30.6c-6.3,1-12.7,1.8-19.1,2.3C1.6,24,1,15.1,1.4,6.2C7.3,5.6,13.1,5.1,19,4.9C19.8,13.4,20.5,21.9,22.2,30.6z M4.4,11.7c0.6,0.6,1.2,1.2,1.8,1.8c0.4-1.5,1.1-2.8,2-4 M11.6,11.4c1.1-0.4,2.3-0.6,3.6-0.6 M13.3,22.6c1.2-0.4,2.4-0.5,3.6-0.4",6,6,54,988.9486914573298,269.0675979035897,4.7391027504813034e-11,6.857543290279752e-12
Niger,NER,NER2020both,,,,,,,,,,,,December,no,2020,December 2020,,,,yes,yes,some,,,,,,13,,13_December,13_December_NER_2020,presedential,both,Africa,4.1,hybrid regime,9,12,70,60,10,10,doesnt apply,,24.07,926,0.394,13.12.20,13,December,13_December,2020,increase,,,,,,no,2020-11-30T23:00Z,,1606777200000,notstrigent_higher,"M27,26.6c-6.1,0.1-12.1-0.1-18.2-0.6C8,17.4,8.3,9.3,9.4,1.5c5.5-0.1,10.9,0.3,16.2,1.8C26.1,10.9,26.5,18.4,27,26.6z","M25.3,28.6c-6.2,0.6-12.3,1.9-18.2,3.8C4.8,24.1,2.8,16.2,1.3,8.2C7.1,7.5,12.8,6.3,18.7,5C20.6,12.9,22.6,20.7,25.3,28.6z M5.3,12.8c0.9,0.8,1.9,1.6,2.8,2.3c0.5-1.5,1.1-2.9,1.8-4.3 M12.5,13c1.1-0.2,2.2-0.5,3.3-0.7 M15.5,22c1-0.5,2.1-0.9,3.2-1.1",7,7,55,953.4871338559238,275.2706562204338,-1.463806997751218e-10,-2.7033028173269878e-11
Congo,COG,COG2021presedential,,,,,,,,,,,,March,no,2021,March 2021,,,,,yes,,,,,,,21,,21_March,21_March_COG_2021,presedential,presedential,Africa,3.11,authoritarian regime,9,3,67,69,-2,-2,yes,,47.22,4881.406,0.574,21.03.21,21,March,21_March,2021,decrease,,,,,,no,2021-02-28T23:00Z,,1614553200000,notstrigent_lower,"M23.5,31.2c-7.2,0.5-14.4,0.5-21.6,0C1.4,21,1.1,11.1,1.4,1.3C8.3,1.4,15.2,1.6,22,2.2C23.3,11.8,23.4,21.6,23.5,31.2z M12.9,10.8c1.9-0.4,3.9-0.5,5.8-0.4 M14.4,22.3c2.2,0.2,4.4,0.3,6.5,0.1 M3.9,10l1.2,1.9c0.1,0.2,0.3,0.4,0.6,0.5c0.4,0.1,0.8-0.4,1-0.8c0.9-1.8,2.3-3.4,4-4.5",,1,1,56,616.2656282638892,196.09260716093294,-2.826087919388892e-9,-2.7898451419089927e-9
Cote d`Ivoire,CIV,CIV2021parliamentary,,,,,,,,,,,,March,no,2021,March 2021,,,,,yes,,,,,,,6,,6_March,6_March_CIV_2021,parliamentary,parliamentary,Africa,4.11,hybrid regime,9,10,38,34,4,4,yes,,25.93,3601.006,0.538,06.03.21,6,March,6_March,2021,increase,,,,,,no,2021-02-28T23:00Z,,1614553200000,notstrigent_higher,"M21.2,31.6c-6.8-0.4-13.7-0.5-20.6,0C1.3,21,1.3,11,1.1,1.1c7.1,0.1,14.3,0.1,21.4,0.5C21.9,11.7,21.3,21.8,21.2,31.6z M13.7,11.1l6,0.3 M14.2,21c2-0.1,4,0,6,0.2 M4.3,10.5L6.4,12c0.2,0.1,0.4,0.2,0.6,0.2s0.3-0.1,0.5-0.3c1.5-1.4,2.7-3,3.6-4.9",,2,2,57,826.3474515493976,307.1177004214408,1.8531664312679266e-9,3.888842780951134e-9
Israel,ISR,ISR2021parliamentary,,,,,,,,,,,,March,no,2021,March 2021,,,,,yes,,,,,,,23,,23_March,23_March_ISR_2021,parliamentary,parliamentary,Asia-Pacific,7.84,democracy,4,4,67,72,-5,-5,yes,,60.19,33132.32,0.919,23.03.21,23,March,23_March,2021,decrease,,,,,,no,2021-02-28T23:00Z,,1614553200000,strigent_lower,"M22.1,30L1.8,30.2C1,20.7,1.2,11.2,2.3,1.7C8.9,1,15.6,1.1,22.2,2C23,11.3,23,20.7,22.1,30z M13.1,10.7c2.2,0.2,4.3,0.2,6.5,0.1 M13.1,20.9l7.1-0.4 M5.9,9.6c0.9,1.2,1.5,2.6,1.9,4c1.3-2.6,3.1-5,5.3-6.9",,3,3,58,543.7827669049041,258.24789226557664,3.791769607601735e-10,-5.512944201698931e-9
Netherlands,NLD,NLD2021parliamentary,,,,,,,,,,,,March,no,2021,March 2021,,,,,yes,,,,,,,17,,17_March,17_March_NLD_2021,parliamentary,parliamentary,Europe,8.96,democracy,4,5,79,82,-3,-3,yes,,75,48472.545,0.944,17.03.21,17,March,17_March,2021,decrease,,,,,,no,2021-02-28T23:00Z,,1614553200000,strigent_lower,"M25.1,30.5L1.8,30.9c-0.5-10.4-0.6-20-0.2-29.3c7.5-0.7,15-0.5,22.4,0.6l0.8,19.1C25,24.6,25.1,27.9,25.1,30.5z M13.6,11.5l6.6-0.6 M14,21l7.9-0.5 M5.6,11.1l1.9,2.4c1.2-2.5,2.6-5,4.2-7.3",,4,4,59,576.2193822362548,322.81477141433635,2.50387696683585e-10,-1.7848201669731993e-9
Croatia,HRV,HRV2020parliamentary,,,,,"proxy voting, mobile ballot box",yes,,,,yes,,July,no,2020,July 2020,,,,yes,yes,some,,,,,,5,,5_July,5_July_HRV_2020,parliamentary,parliamentary,Europe,6.5,democracy,1,3,47,53,-6,-6,yes,,54.63,22669.797,0.851,05.07.20,5,July,5_July,2020,decrease,,,,,,yes,2020-06-30T22:00Z,,1593554400000,strigent_lower,"M21.8,29L1.7,29.3C1.1,20,1.4,10.7,2.6,1.4C9.4,1.1,16.3,1.3,23.1,2c0.4,6.4,0.4,12.9,0,19.3C23,23.9,22.6,26.5,21.8,29z M14.4,9.4L19,9.3 M14.1,20.9c1.9,0.3,3.7,0.2,5.6-0.1 M5.7,7.2C6.6,8.4,7.2,9.6,7.6,11c0.1-2,1-3.8,2.5-5",,1,1,60,486.60186121269834,285.87473101634515,-4.37052091134342e-9,-1.0100582476032511e-8
North Macedonia,MKD,MKD2020parliamentary,April,12 April 2020,15 July 2020,,"early voting, mobile ballot box",yes,yes,,,,,July,yes,2020,July 2020,April 2020,,2020,yes,yes,some,,12,,12.Apr,,15,,15_July,15_July_MKD_2020,parliamentary,parliamentary,Europe,5.89,hybrid regime,10,9,52,67,-15,-15,no,,,13111.214,0.774,15.07.20,15,July,15_July,2020,decrease,2020-07-14T22:00Z,2020-04-11T22:00Z,,94,,yes,2020-06-30T22:00Z,2020-03-31T22:00Z,7862400000,notstrigent_lower,"M22.8,29.4c-6.8,0.4-13.7,0.4-20.5,0C1.1,20.1,1,10.8,1.8,1.4c7,0.1,14,0.3,21,0.7C22.2,11.2,22.3,20.3,22.8,29.4z M12.3,12.2c2.1-0.3,4.3-0.6,6.5-0.7 M12.7,20.8l7.1-0.1 M5,10.6l2,2.7c0.8-2,1.8-3.9,2.9-5.8",,2,2,61,274.0489385789468,256.7944563591834,-7.899252136231923e-11,-2.3302852338849e-10
Poland,POL,POL2020presedential,May,10 May 2020,12 July 2020,28 June 2020,"postal voting, proxy voting",,,,yes,yes,June,July,yes,2020,July 2020,May 2020,June 2020,2020,yes,yes,some,83.33,10,28,10.May,28.Jun,12,,12_July,12_July_POL_2020,presedential,presedential,Europe,6.85,democracy,1,2,68,55,13,13,yes,,39.81,27216.445,0.88,12.07.20,12,July,12_July,2020,increase,2020-07-11T22:00Z,2020-05-09T22:00Z,2020-06-27T22:00Z,63,49,yes,2020-06-30T22:00Z,2020-04-30T22:00Z,5270400000,notstrigent_higher,"M21.7,28.1L1.8,28.5C2.1,19.2,2,10,1.4,1.2c7,0.4,14,0.5,20.8,0.6C22,10.5,21.8,19.2,21.7,28.1z M13.2,11c1.9-0.1,3.8-0.2,5.6-0.4 M13.4,19.4c1.9,0,3.7-0.1,5.5-0.2 M5.7,10.1c0.4,0.2,0.7,0.5,1,0.8c0.2,0.4,0.6,0.6,1.1,0.6c0.5,0,0.8-0.5,1-0.9l2.3-4",,3,3,62,1034.1904761904761,288.0000000000001,-1.413633690624675e-23,1.9682596207433138e-210
Russia,RUS,RUS2020referendum,April,22 April 2020,1 July 2020,,"early voting, mobile ballot box",yes,yes,,,,,July,yes,2020,July 2020,April 2020,,2020,yes,yes,major,85.19,22,,22.Apr,,1,,1_July,1_July_RUS_2020,referendum,referendum,Europe,3.31,authoritarian regime,9,1,68,,,,,,68.98,24765.954,0.824,01.07.20,1,July,1_July,2020,unknown,2020-06-30T22:00Z,2020-04-21T22:00Z,,70,,yes,2020-06-30T22:00Z,2020-03-31T22:00Z,7862400000,stringent_higher,"M21.9,30.2l-20.2-1C1,19.9,1,10.5,1.7,1.2C8.8,1.7,16,2,23,2.1C22.8,11.7,22.2,21.2,21.9,30.2z M13,10.7c2.1-0.4,4.2-0.6,6.3-0.6 M13.4,19.1c2,0.4,4,0.5,6,0.2 M4.7,9.9l2.6,3c0.8-2.4,2.2-4.5,4.2-6",,4,4,63,688.4163816653643,258.2719347081598,1.6931778994631797e-9,-5.406078782323153e-9
Singapore,SGP,SGP2020parliamentary,,,,,mobile ballot box,yes,,,,,,July,no,2020,July 2020,,,,yes,yes,some,,,,,,10,,10_July,10_July_SGP_2020,parliamentary,parliamentary,Asia-Pacific,6.03,democracy,3,6,96,94,2,2,yes,,50.93,85535.383,0.938,10.07.20,10,July,10_July,2020,increase,,,,,,yes,2020-06-30T22:00Z,,1593554400000,stringent_higher,"M25.8,30.9l-23.1,0c-0.4-10.1-0.9-20-1.3-29.6c8,0.3,16,0.5,23.8,1.3C24.8,12.1,25,21.5,25.8,30.9z M15.2,10.3c2.1-0.3,4.3-0.4,6.4-0.2 M15,21.1c2.3,0.3,4.6,0.3,6.9-0.2 M5.8,9.7c0.9,1,1.7,2.2,2.4,3.3c0.3-2.2,1.4-4.2,3.2-5.6",,5,5,64,774.0775606826712,286.84380663399656,2.084581680994644e-9,9.644839044231814e-9
Syria,SYR,SYR2020parliamentary,April,13 April 2020,19 July 2020,,,,,,,,,July,yes,2020,July 2020,April 2020,,2020,yes,yes,,87.04,13,,13.Apr,,19,,19_July,19_July_SYR_2020,parliamentary,parliamentary,Middle East,1.43,authoritarian regime,10,1,33,58,-25,-25,yes,,69.44,,0.567,19.07.20,19,July,19_July,2020,decrease,2020-07-18T22:00Z,2020-04-12T22:00Z,,97,,no,2020-06-30T22:00Z,2020-03-31T22:00Z,7862400000,strigent_lower,"M24.8,30.5c-7.4,0.7-14.9,0.8-22.4,0.2C1.6,21,1.5,11.3,2.2,1.5c7.4,0.6,14.8,0.9,22,1.3C23.6,12.1,23.8,21.3,24.8,30.5z M13,11.5c2.2,0.1,4.4,0,6.6-0.3 M13.1,21.8h6.6 M5.4,9.8c0.3,1.2,0.7,2.3,1.2,3.4c1-2.5,2.8-4.5,5.1-5.7",,6,6,65,9.999999999999998,270,-4.5677931602621356e-15,3.313199454871566e-25
Dominican Republic,DOM,DOM2020both,May,17 May 2020,5 July 2020,,,,,,,,,July,yes,2020,July 2020,May 2020,,2020,yes,yes,,100,17,,17.May,,5,,5_July,5_July_DOM_2020,parliamentary,both,Americas,6.32,democracy,5,1,55,67,-12,-13.5,no,,75,14600.861,0.756,05.07.20,5,July,5_July,2020,decrease,2020-07-04T22:00Z,2020-05-16T22:00Z,,49,,no,2020-06-30T22:00Z,2020-04-30T22:00Z,5270400000,strigent_lower,"M23.2,31.3c-5.3-1-10.6-2.7-15.6-5.1c1.2-8.6,3-17.2,5-25.2c5.5,0.9,11,2.5,16.1,5.2C26.7,14.7,24.6,23.1,23.2,31.3z","M21.1,29.8C15.5,30,9.9,30.5,4.3,31.5c-0.8-8.4-1.7-16.9-3-24.8c5.4-0.9,10.8-1.8,16.4-2.6C19.3,12.8,20.5,21.5,21.1,29.8z M11.4,14.1c1.6-0.1,3.2-0.4,4.8-0.8 M13.2,23.8c1.5-0.4,3.1-0.7,4.7-0.8 M5.5,14.5c0.7,1,1.4,2.1,2,3.1c0.3-2.3,1-4.6,2.2-6.5",7,7,66,329.1969836429457,285.8924481354888,-5.748066154546797e-10,-2.2000920369108105e-10
Cyprus,CYP,CYP2021parliamentary,,,,,,,,,,,,May,no,2021,May 2021,,,,,yes,,,,,,,30,,30_May,23_May_CYP_2021,parliamentary,parliamentary,Europe,7.56,democracy,2,3,66,66,0,0,yes,,62.96,32415.132,0.887,23.05.21,23,May,23_May,2021,same,,,,,,no,2021-04-30T22:00Z,,1619820000000,stringent_higher,"M21.5,31.8c-6.7,0.1-13.3-0.1-20-0.3C1,21.3,1.1,11.2,1.5,1.4c6.8-0.1,13.7-0.1,20.8,0.2C22.4,11.9,22.2,22.1,21.5,31.8z M14.6,11.1l4.7-0.5 M14.6,21.2c1.7-0.1,3.3-0.1,5,0 M4.8,9.2c0.7,1.3,1.3,2.6,1.8,4c0.5-2.4,1.8-4.5,3.7-6",,1,1,67,702.5569854691058,416.2304933446246,-1.180804307221261e-9,-2.4153488434270293e-9
Vietnam,VNM,VNM2021parliamentary,,,,,,,,,,,,May,no,2021,May 2021,,,,,yes,,,,,,,23,,23_May,23_May_VNM_2021,parliamentary,parliamentary,Asia-Pacific,2.94,authoritarian regime,8,6,99,99,0,0,yes,,77.31,6171.884,0.704,23.05.21,23,May,23_May,2021,same,,,,,,no,2021-04-30T22:00Z,,1619820000000,stringent_higher,"M21.5,31.8c-6.7,0.1-13.3-0.1-20-0.3C1,21.3,1.1,11.2,1.5,1.4c6.8-0.1,13.7-0.1,20.8,0.2C22.4,11.9,22.2,22.1,21.5,31.8z M14.6,21.2c1.7-0.1,3.3-0.1,5,0 M13.5,11.9c2.2-0.6,4.4-0.8,6.7-0.6 M5.5,9.8l2.1,3.9c0.8-2.4,2.3-4.6,4.2-6.3",,2,2,68,706.3408466947989,227.05153188541055,2.0321667818446365e-9,-3.795919797419167e-9
Egypt,EGY,EGY2020parliamentary,,,,,,,,,,,,September,no,2020,September 2020,,,,yes,yes,major,,,,,,8,,8_September,8_September_EGY_2020,parliamentary,parliamentary,Africa,2.93,authoritarian regime,10,3,29,28,1,1,yes,,62.96,10550.206,0.707,08.09.20,8,September,8_September,2020,increase,,,,,,no,2020-08-31T22:00Z,,1598911200000,stringent_higher,"M23.2,31.2L2.1,31.5c-0.6-10-0.6-19.9,0-29.9c1.6-0.3,3.3-0.4,5-0.3c5.6,0.2,11.1,0.3,16.7,0.9C24.4,11.9,24.2,21.5,23.2,31.2z M14.4,11l5.8-0.1 M15.1,21.4l6.8-0.2 M5.2,9.9c1.3,0.9,2.5,1.9,3.5,3.2c0.7-2.4,1.7-4.6,3.1-6.7",,1,1,69,756.4813449270332,384.9229310914264,2.4856004639302984e-9,-4.198246930896098e-10
Iran,IRN,IRN2020parliamentarySecond,April,17 April 2020,11 September 2020,,,,,,,,,September,yes,2020,September 2020,April 2020,,2020,yes,yes,some,60.19,17,,17.Apr,,11,,11_September,11_September_IRN_2020,parliamentary,parliamentary,Middle East,2.2,authoritarian regime,12,1,,60,,,yes,second round,60.19,19082.62,0.783,11.09.20,11,September,11_September,2020,unknown,2020-09-10T22:00Z,2020-04-16T22:00Z,,147,,no,2020-08-31T22:00Z,2020-03-31T22:00Z,13219200000,stringent_higher,"M21.9,31.1c-6.7-0.5-13.4-0.5-20.2-0.3C2.3,21.1,2,11.3,1,1.6c7.3-0.2,14.5-0.4,21.8-0.3C21.9,11.2,21.6,21.2,21.9,31.1z M13.5,12.3c2.1-0.3,4.3-0.4,6.4-0.2 M13.1,22c2.3,0.3,4.6,0.3,6.9-0.2 M4.5,10.9c0.9,1,1.7,2.2,2.4,3.3C7.2,12,8.3,10,10.1,8.6",,2,2,70,702.3637386844533,291.4603548563441,-8.288267665995421e-10,6.565148880155453e-10
Italy,ITA,ITA2020referendum,March,29 March 2020,20 September 2020,,mobile ballot box,yes,,,,,,September,yes,2020,September 2020,March 2020,,2020,yes,yes,,91.67,29,,29.Mar,,20,,20_September,20_September_ITA_2020,referendum,referendum,Europe,7.74,democracy,4,1,51,,,,,,52.78,35220.084,0.892,20.09.20,20,September,20_September,2020,unknown,2020-09-19T22:00Z,2020-03-28T23:00Z,,175,,yes,2020-08-31T22:00Z,2020-02-29T23:00Z,15894000000,stringent_higher,"M20.5,29.9C14.5,30.2,8.4,30,2.4,29.3C1.4,20.2,1.1,11.1,1.5,2C8,1,14.7,1.2,21.1,2.6C22.5,11.7,22.3,20.9,20.5,29.9z M12.9,11.4c1.9-0.1,3.7-0.2,5.6-0.1 M12.9,20.9c2,0.4,4,0.4,6,0 M5,10.4l2.1,2.7c0.8-2,1.7-4.1,3.3-5.6",,3,3,71,652.2655227547574,196.0054477988269,-1.910663239776149e-9,-2.173443317135949e-9
Jamaica,JAM,JAM2020parliamentary,,,,,"early voting, polling station arrangement",,yes,yes,,,,September,no,2020,September 2020,,,,yes,yes,,,,,,,3,,3_September,3_September_JAM_2020,parliamentary,parliamentary,Americas,7.13,democracy,5,4,38,48,-10,-10,yes,,78.7,8193.571,0.734,03.09.20,3,September,3_September,2020,decrease,,,,,,yes,2020-08-31T22:00Z,,1598911200000,strigent_lower,"M22.2,30.7c-6.7-1.8-13.7-2-20.4-0.8c0.6-9.9-0.2-19.3-0.5-28.7C8.5,1.6,15.8,1.7,23,1.7c-0.9,4.7-1.6,9.5-2,14.3C20.6,20.9,20.9,25.9,22.2,30.7z M13,11.6c1.6-0.4,3.3-0.6,4.9-0.6 M12.4,20.9c1.6-0.2,3.2-0.3,4.8-0.2 M4.9,9.2L7,13.1c0.8-2.4,2.3-4.6,4.2-6.3",,4,4,72,387.57280290390946,327.9288415330067,4.793754435571949e-9,-4.799933476715689e-9
Switzerland,CHE,CHE2020referendum,May,17 May 2020,27 September 2020,,"postal voting, proxy voting, mobile ballot box",yes,,,yes,yes,,September,yes,2020,September 2020,May 2020,,2020,yes,yes,,43.06,17,,17.May,,27,,27_September,27_September_CHE_2020,referendum,referendum,Europe,8.83,democracy,2,2,59,,,,,,43.06,57410.166,0.955,27.09.20,27,September,27_September,2020,unknown,2020-09-26T22:00Z,2020-05-16T22:00Z,,133,,yes,2020-08-31T22:00Z,2020-04-30T22:00Z,10627200000,notstrigent_higher,"M22.3,31.3C15.8,30.1,9.2,30,2.7,30.9C2.3,21,2,11.4,1.5,2.2c7.8-1,15.7-0.9,23.5,0.3C24,12,23.1,21.6,22.3,31.3z M12.7,11.4l6.6-0.5 M12.7,20.7l6.7,0.1 M5,9.7c0.9,1.1,1.7,2.3,2.4,3.5c0.6-2.4,1.9-4.5,3.8-6.1",,5,5,73,666.5570909798333,416.3176527460066,-4.793519481999857e-9,-2.4241129334512037e-9
El Salvador,SLV,SLV2021parliamentary,,,,,,,,,,,,February,no,2021,February 2021,,,,,yes,,,,,,,28,,28_February,28_February_SLV_2021,parliamentary,parliamentary,Americas,5.9,hybrid regime,11,10,45,48,-3,-3,no,,46.3,7292.458,0.673,28.02.21,28,February,28_February,2021,decrease,,,,,,no,2021-01-31T23:00Z,,1612134000000,notstrigent_lower,"M24.1,31.7c-7.5-1.2-15.2-1.2-22.8,0C1,21.6,1.2,11.4,1.9,1.3c7.8,1.5,15.8,1.9,23.7,1.4C25,12.4,24.3,22.2,24.1,31.7z M16.3,10.8c1.4-0.2,2.8-0.3,4.2-0.1 M16,23.1c1.5,0.4,3.1,0.5,4.7,0.2 M5.8,9.4l1.9,2.1c0.1,0.1,0.1,0.1,0.2,0.2c0.2,0,0.3-0.2,0.3-0.4c0.5-1.7,1.8-3.1,3.4-3.9",,1,1,74,594.3640555607359,291.72183283055637,-2.060859971062449e-9,-5.649438460515663e-9
